timestamp,perclos,avg_eye_speed,avg_fixation,max_fixation,fixation_fatigue_flag
2025-11-02 12:42:38,10.31,29.32,0.09,1.09,0
2025-11-02 12:42:38,10.28,29.19,0.09,1.09,0
2025-11-02 12:42:38,10.25,29.06,0.09,1.09,0
2025-11-02 12:42:38,10.22,28.94,0.09,1.09,0
2025-11-02 12:42:38,10.19,29.03,0.09,1.09,0
2025-11-02 12:42:38,10.15,29.46,0.09,1.09,0
2025-11-02 12:42:38,10.12,29.67,0.09,1.09,0
2025-11-02 12:42:38,10.09,30.14,0.09,1.09,0
2025-11-02 12:42:38,10.06,30.56,0.09,1.09,0
2025-11-02 12:42:38,10.03,30.63,0.09,1.09,0
2025-11-02 12:42:38,10.0,30.74,0.09,1.09,0
2025-11-02 12:42:38,9.97,31.13,0.09,1.09,0
2025-11-02 12:42:38,9.94,31.2,0.09,1.09,0
2025-11-02 12:42:38,9.91,31.58,0.08,1.09,0
2025-11-02 12:42:39,9.88,31.77,0.08,1.09,0
2025-11-02 12:42:39,9.85,31.64,0.08,1.09,0
2025-11-02 12:42:39,9.82,31.7,0.08,1.09,0
2025-11-02 12:42:39,9.79,31.88,0.08,1.09,0
2025-11-02 12:42:39,9.76,31.92,0.08,1.09,0
2025-11-02 12:42:39,9.73,32.26,0.08,1.09,0
2025-11-02 12:42:39,9.71,32.62,0.08,1.09,0
2025-11-02 12:42:39,9.68,32.79,0.08,1.09,0
2025-11-02 12:42:39,9.65,32.67,0.08,1.09,0
2025-11-02 12:42:39,9.62,32.54,0.08,1.09,0
2025-11-02 12:42:39,9.59,32.42,0.08,1.09,0
2025-11-02 12:42:39,9.57,32.3,0.08,1.09,0
2025-11-02 12:42:39,9.54,32.17,0.08,1.09,0
2025-11-02 12:42:39,9.51,32.05,0.08,1.09,0
2025-11-02 12:42:39,9.48,31.93,0.08,1.09,0
2025-11-02 12:42:39,9.46,31.81,0.08,1.09,0
2025-11-02 12:42:39,9.43,31.69,0.08,1.09,0
2025-11-02 12:42:39,9.4,31.58,0.08,1.09,0
2025-11-02 12:42:39,9.38,31.48,0.08,1.09,0
2025-11-02 12:42:39,9.35,31.53,0.08,1.09,0
2025-11-02 12:42:39,9.32,31.7,0.08,1.09,0
2025-11-02 12:42:39,9.3,31.57,0.08,1.09,0
2025-11-02 12:42:40,9.27,31.45,0.08,1.09,0
2025-11-02 12:42:40,9.24,31.34,0.08,1.09,0
2025-11-02 12:42:40,9.22,31.37,0.08,1.09,0
2025-11-02 12:42:40,9.19,31.66,0.08,1.09,0
2025-11-02 12:42:40,9.17,31.98,0.08,1.09,0
2025-11-02 12:42:40,9.14,32.29,0.08,1.09,0
2025-11-02 12:42:40,9.12,32.81,0.08,1.09,0
2025-11-02 12:42:40,9.09,32.9,0.08,1.09,0
2025-11-02 12:42:40,9.07,33.19,0.08,1.09,0
2025-11-02 12:42:40,9.04,33.5,0.08,1.09,0
2025-11-02 12:42:40,9.02,33.78,0.08,1.09,0
2025-11-02 12:42:40,8.99,33.93,0.08,1.09,0
2025-11-02 12:42:40,8.97,33.95,0.08,1.09,0
2025-11-02 12:42:40,8.94,33.98,0.08,1.09,0
2025-11-02 12:42:40,8.92,34.01,0.08,1.09,0
2025-11-02 12:42:40,8.89,34.2,0.08,1.09,0
2025-11-02 12:42:40,8.87,34.47,0.07,1.09,0
2025-11-02 12:42:40,8.85,34.73,0.07,1.09,0
2025-11-02 12:42:40,8.82,34.87,0.07,1.09,0
2025-11-02 12:42:40,8.8,34.7,0.07,1.09,0
2025-11-02 12:42:40,8.78,34.65,0.07,1.09,0
2025-11-02 12:42:41,8.75,34.67,0.07,1.09,0
2025-11-02 12:42:41,8.73,34.94,0.07,1.09,0
2025-11-02 12:42:41,8.71,35.06,0.07,1.09,0
2025-11-02 12:42:41,8.68,35.08,0.07,1.09,0
2025-11-02 12:42:41,8.66,35.32,0.07,1.09,0
2025-11-02 12:42:41,8.64,35.45,0.07,1.09,0
2025-11-02 12:42:41,8.62,35.34,0.07,1.09,0
2025-11-02 12:42:41,8.59,35.35,0.07,1.09,0
2025-11-02 12:42:41,8.57,35.47,0.07,1.09,0
2025-11-02 12:42:41,8.55,35.76,0.07,1.09,0
2025-11-02 12:42:41,8.53,35.65,0.07,1.09,0
2025-11-02 12:42:41,8.51,35.66,0.07,1.09,0
2025-11-02 12:42:41,8.48,35.78,0.07,1.09,0
2025-11-02 12:42:41,8.46,35.68,0.07,1.09,0
2025-11-02 12:42:41,8.44,35.68,0.07,1.09,0
2025-11-02 12:42:41,8.42,36.46,0.07,1.09,0
2025-11-02 12:42:41,8.4,36.46,0.07,1.09,0
2025-11-02 12:42:41,8.38,36.68,0.07,1.09,0
2025-11-02 12:42:42,8.35,36.92,0.07,1.09,0
2025-11-02 12:42:42,8.33,37.04,0.07,1.09,0
2025-11-02 12:42:42,8.31,37.02,0.07,1.09,0
2025-11-02 12:42:42,8.29,37.24,0.07,1.09,0
2025-11-02 12:42:42,8.27,37.34,0.07,1.09,0
2025-11-02 12:42:42,8.25,37.24,0.07,1.09,0
2025-11-02 12:42:42,8.23,37.14,0.07,1.09,0
2025-11-02 12:42:42,8.21,37.01,0.07,1.09,0
2025-11-02 12:42:42,8.19,36.98,0.07,1.09,0
2025-11-02 12:42:42,8.17,36.88,0.07,1.09,0
2025-11-02 12:42:42,8.15,36.77,0.07,1.09,0
2025-11-02 12:42:42,8.13,36.67,0.07,1.09,0
2025-11-02 12:42:42,8.11,36.58,0.07,1.09,0
2025-11-02 12:42:42,8.09,36.47,0.07,1.09,0
2025-11-02 12:42:42,8.07,36.37,0.07,1.09,0
2025-11-02 12:42:42,8.05,36.27,0.07,1.09,0
2025-11-02 12:42:42,8.03,36.28,0.07,1.09,0
2025-11-02 12:42:42,8.01,36.46,0.07,1.09,0
2025-11-02 12:42:43,7.99,36.66,0.07,1.09,0
2025-11-02 12:42:43,7.97,36.76,0.07,1.09,0
2025-11-02 12:42:43,7.95,36.75,0.07,1.09,0
2025-11-02 12:42:43,7.93,36.84,0.07,1.09,0
2025-11-02 12:42:43,7.91,36.74,0.07,1.09,0
2025-11-02 12:42:43,8.13,36.74,0.07,1.09,0
2025-11-02 12:42:43,8.35,36.74,0.07,1.09,0
2025-11-02 12:42:43,8.33,36.83,0.07,1.09,0
2025-11-02 12:42:43,8.55,36.83,0.07,1.09,0
2025-11-02 12:42:43,8.77,36.83,0.07,1.09,0
2025-11-02 12:42:43,8.98,36.83,0.07,1.09,0
2025-11-02 12:42:43,8.96,37.16,0.07,1.09,0
2025-11-02 12:42:43,8.94,37.08,0.07,1.09,0
2025-11-02 12:42:43,8.92,36.97,0.07,1.09,0
2025-11-02 12:42:43,8.9,36.88,0.07,1.09,0
2025-11-02 12:42:43,8.88,37.03,0.07,1.09,0
2025-11-02 12:42:43,8.86,36.94,0.07,1.09,0
2025-11-02 12:42:43,8.84,37.09,0.07,1.09,0
2025-11-02 12:42:43,8.82,37.01,0.07,1.09,0
2025-11-02 12:42:43,8.8,36.93,0.07,1.09,0
2025-11-02 12:42:43,8.78,36.87,0.07,1.09,0
2025-11-02 12:42:43,8.76,37.0,0.07,1.09,0
2025-11-02 12:42:44,8.74,36.91,0.07,1.09,0
2025-11-02 12:42:44,8.72,36.82,0.07,1.09,0
2025-11-02 12:42:44,8.7,36.73,0.07,1.09,0
2025-11-02 12:42:44,8.68,36.65,0.07,1.09,0
2025-11-02 12:42:44,8.66,36.76,0.07,1.09,0
2025-11-02 12:42:44,8.64,36.76,0.07,1.09,0
2025-11-02 12:42:44,8.62,36.83,0.07,1.09,0
2025-11-02 12:42:44,8.6,36.95,0.07,1.09,0
2025-11-02 12:42:44,8.8,36.95,0.07,1.09,0
2025-11-02 12:42:44,8.78,37.01,0.07,1.09,0
2025-11-02 12:42:44,8.99,37.01,0.07,1.09,0
2025-11-02 12:42:44,8.97,36.92,0.07,1.09,0
2025-11-02 12:42:44,8.95,36.84,0.07,1.09,0
2025-11-02 12:42:44,9.15,36.84,0.07,1.09,0
2025-11-02 12:42:44,9.35,36.84,0.07,1.09,0
2025-11-02 12:42:44,9.56,36.84,0.07,1.09,0
2025-11-02 12:42:44,9.53,36.79,0.07,1.09,0
